No,日本語名,英語名
9391,ＷＴＩ原油先物,
9392,地域別支出総合指数,
9393,遅行指数,
9394,中型株,
9395,中期経営計画,
9396,中古住宅販売件数（米国）,
9397,中古住宅販売成約指数（米国）,
9398,長期金利操作,
9399,長期プライムレート,
9400,直接利回り,
9401,直利,
9402,通貨残高,
9403,Ｔｉｅｒ２,
9404,Ｔｉｅｒ１,
9405,ＴＦＰ,
9406,テクニカル指標,
9407,転換率,
9408,ディフュージョン・インデックス,
9409,ＤＩ,
9410,ＤＥレシオ,
9411,ＤＯＥ,
9412,出来高,
9413,デフレギャップ,
9414,デュレーション,
9415,デルタ,
9416,投下資本利益率,
9417,投資主体別売買状況,
9418,投資部門別売買状況,
9419,東証株価指数,
9420,東証2部株価指数,
9421,東証配当フォーカス100指数,
9422,東証ＲＥＩＴ指数,
9423,投資利益率,
9424,到達金利,
9425,騰落株線,
9426,騰落率,
9427,ＴＯＰＩＸ,
9428,ＴＯＰＩＸ Core30,
9429,ＴＯＰＩＸ1000,
9430,ＴＯＰＩＸニューインデックスシリーズ,
9431,ＴＯＰＩＸ１００,
9432,取引高,
9433,トータルリターン,
9434,ドイツ株価指数,
9435,ドットチャート,
9436,ナスダック総合指数,
9437,日銀短観,
9438,日経株価指数300,
9439,日経ジャスダック平均株価,
9440,日経総合株価指数,
9441,日経通貨インデックス,
9442,日経225　Ｗｅｅｋｌｙオプション,
9443,日経配当指数,
9444,日経平均株価,
9445,日経平均高配当株５０指数,
9446,日経平均ボラティリティー・インデックス,
9447,日本格付研究所,
9448,ニューヨーク連銀製造業景況指数,
9449,ネットキャッシュ,
9450,値つき率,
9451,値付率,
9452,ネーションワイド住宅価格,
9453,ＮＯＭＵＲＡ－ＢＰＩ,
9454,ＮＯＭＵＲＡ－ＢＰＩ総合指数,
9455,配当性向,
9456,ハリファックス住宅価格,
9457,ハンセン株価指数,
9458,売買回転率,
9459,売買代金回転率,
9460,売買高,
9461,バフェット指標,
9462,バルチック海運指数,
9463,パフォーマンス,
9464,パフォーマンスデータ,
9465,パリティー,
9466,ヒストリカルボラティリティー,
9467,1株当たりキャッシュフロー,
9468,一株当たりキャッシュフロー,
9469,1株当たり純資産,
9470,一株当たり純資産,
9471,1株当たり利益,
9472,一株当たり利益,
9473,非農業部門雇用者数,
9474,標準物,
9475,ＶＩＸ指数,
9476,ＢＤＩ,
9477,ＢＰＳ,
9478,ＰＥＲ,
9479,ＰＳＩ20指数,
9480,ＰＳＲ,
9481,ＰＭＩ,
9482,ＰＣＥデフレーター,
9483,ＰＣＦＲ,
9484,ＰＢＲ,
9485,ＰＰＩ,
9486,ファンダメンタル・バリュー,
9487,フィッチ,
9488,フィッチ・レーティングス,
9489,フィラデルフィア半導体株指数,
9490,フィラデルフィア連銀製造業景況指数,
9491,浮動株比率,
9492,フラット化,
9493,ＶＷＡＰ,
9494,ブッシェル,
9495,ブラックショールズモデル,
9496,ブレークイーブンインフレ率,
9497,プライマリーバランス,
9498,プライムレート,
9499,平均直利,
9500,平均利回り,
9501,ヘンリーハブ,
9502,ベガ,
9503,β（ベータ）値,
9504,ベータ値,
9505,ＰＥＧレシオ,
9506,法人企業統計,
9507,北海ブレント,
9508,貿易収支,
9509,貿易統計,
9510,ボベスパ指数,
9511,ボラティリティー,
9512,ボリュームレシオ,
9513,ポテンシャルＧＤＰ,
9514,マイナス金利（政策）,
9515,ＭＡＣＤ,
9516,マネタリーベース,
9517,マネーストック,
9518,ＭｉＦＩＤ,
9519,無担保コール翌日物,
9520,ムーディーズ,
9521,メキシコボルサ指数,
9522,モメンタム,
9523,有効求人倍率,
9524,優待利回り,
9525,輸入物価指数（米国）,
9526,ユーロ圏景況感指数,
9527,ユーロ・ストックス５０,
9528,予想配当利回り,
9529,予想ＰＥＲ,
9530,予想変動率,
9531,予備格付け,
9532,ラスパイレス指数,
9533,ラッセル2000,
9534,李克強指数,
9535,リスクプレミアム,
9536,リビジョン・インデックス,
9537,流動比率,
9538,類似会社比準価格算定方式,
9539,歴史的変動率,
9540,レシオ,
9541,レッドチップ指数,
9542,連単倍率,
9543,レーティング,
9544,レートチェック,
9545,ロイターズ／ジェフリーズＣＲＢ指数,
9546,労働生産性,
9547,労働分配率,
9548,路線価,
9549,ＷＡＣＣ,
9550,ＩＲＳ,
9551,ＩＦＡ,
9552,ＩＳＩＮコード,
9553,ＩＣＯ,
9554,相対取引,
9555,相対売買,
9556,ＩＴＭ,
9557,ＩＶ,
9558,アウトライト取引,
9559,アウト・オブ・ザ・マネー,
9560,青空銘柄,
9561,アスク,
9562,アセットスワップ,
9563,アセット・アロケーション,
9564,アット・ザ・マネー,
9565,アノマリー,
9566,Ａｍｅｘ,
9567,アメリカンタイプオプション,
9568,アルゴリズム高速取引,
9569,アルゴリズム取引,
9570,アルゴリズムトレード,
9571,アローヘッド,
9572,安定操作,
9573,アンビシャス,
9574,アービトラージ,
9575,アービトラージャー,
9576,ＲＴＧＳ,
9577,ＩＳＤＡ,
9578,板,
9579,委託証拠金,
9580,委託手数料,
9581,委託売買,
9582,委託保証金,
9583,委託保証金率,
9584,板寄せ,
9585,一般気配,
9586,イベント・ドリブン,
9587,イミュニゼーション戦略,
9588,インサイダー取引,
9589,インターコンチネンタル取引所,
9590,インターネット証券,
9591,インターネットブローカー,
9592,インターマーケットスプレッド取引,
9593,インディカティブＮＡＶ,
9594,インデックス売買,
9595,インパクト投資,
9596,インフレ・ヘッジ,
9597,インフレーション・リスク,
9598,インプライドボラティリティー,
9599,イン・ザ・マネー,
9600,ＥＳＧ投資,
9601,ＥＣＮ,
9602,ＥＴＮ,
9603,ＥＴＦ,
9604,ＥＴＣ,
9605,ＥＴＰ,
9606,受渡決済,
9607,受渡決済値段,
9608,受渡適格銘柄,
9609,受渡日,
9610,内出来,
9611,売方,
9612,売り玉,
9613,売り気配,
9614,売り越し,
9615,売り残,
9616,売残高,
9617,売り出し,
9618,売り建玉,
9619,売りつなぎ,
9620,売り手控え,
9621,売り特別気配,
9622,売り直し,
9623,売り抜け,
9624,売り乗せ,
9625,売り場,
9626,運用指図,
9627,ＨＦＴ,
9628,ＨＶ,
9629,ＳＭＡ,
9630,ＳＯＲ注文,
9631,ＳＱ,
9632,ＮＤＦ,
9633,ＮＹＳＥユーロネクスト,
9634,ＮＹＳＥ,
9635,ＦＲＡ,
9636,ＦＸ,
9637,ＭＳＣＢ,
9638,円円スワップ,
9639,円キャリー取引,
9640,円金利スワップ,
9641,Yen Swap,
9642,円高,
9643,円安,
9644,ＡＴＭ,
9645,追い証,
9646,大商い,
9647,大口,
9648,大口取引,
9649,大阪証券取引所,
9650,大阪取引所,
9651,お化粧買い,
9652,踊り場,
9653,オプション価格,
9654,オプション取引,
9655,オペ,
9656,オペレーション,
9657,オペレーション・ツイスト,
9658,親子上場,
9659,オルタナティブ投資,
9660,終値関与,
9661,オンライン証券,
9662,オンラインブローカー,
9663,ＯＩＳ,
9664,オークション方式,
9665,オーダー・ドリブン,
9666,ＯＴＭ,
9667,ＯＴＣ,
9668,オーバーアロットメント,
9669,買い上がり,
9670,買方,
9671,買方金利,
9672,買い玉,
9673,買い気配,
9674,買い越し,
9675,回号,
9676,買い支え,
9677,買い材料,
9678,買い残,
9679,買残高,
9680,買い占め,
9681,買い建玉,
9682,買付手数料,
9683,買い手控え,
9684,買い特別気配,
9685,買取請求,
9686,買取引受,
9687,介入,
9688,買い乗せ,
9689,買い場,
9690,買い持ち,
9691,買い戻し,
9692,解約,
9693,解約価額,
9694,解約金支払日,
9695,解約請求,
9696,解約手数料,
9697,カウンターパーティー,
9698,カウンターパーティーリスク,
9699,価格変動リスク,
9700,価格優先の原則,
9701,貸株,
9702,貸株市場,
9703,貸株注意喚起銘柄,
9704,貸株申込制限銘柄,
9705,貸し倒れリスク,
9706,カストディアン,
9707,仮装売買,
9708,片端入れ,
9709,カットオフタイム,
9710,カバードコール,
9711,カバードプット,
9712,カバードワラント,
9713,株価指数オプション取引,
9714,株価指数先物取引,
9715,株価指数連動型上場投資信託,
9716,株価指標,
9717,株価操作,
9718,株価リンク債,
9719,株価連動債,
9720,株式オプション取引,
9721,株式公開,
9722,株式公開買い付け,
9723,株式売買委託手数料,
9724,株式分割,
9725,株式併合,
9726,株式ミニ投資,
9727,株式累積投資制度,
9728,下方修正,
9729,下方修正条項付きＣＢ,
9730,カラ売り,
9731,カラ売り規制,
9732,カラ売り比率,
9733,カラ買い,
9734,借株残,
9735,仮需要,
9736,カレンシースワップ,
9737,カレンダースプレッド取引,
9738,為替介入,
9739,為替ヘッジ,
9740,為替ヘッジコスト,
9741,為替ヘッジプレミアム,
9742,為替リスク,
9743,換金売り,
9744,幹事会社,
9745,幹事証券会社,
9746,カントリーファンド,
9747,監理ポスト,
9748,監理銘柄,
9749,外国為替市場,
9750,外国為替証拠金取引,
9751,外国為替平衡操作,
9752,外国証券取引口座,
9753,外国人投資家,
9754,外務員,
9755,合併比率,
9756,元本リスク,
9757,期先,
9758,期先限月取引,
9759,期先物,
9760,期日,
9761,期日明け,
9762,期日圧迫,
9763,期日売り,
9764,期日向かい,
9765,基準価額,
9766,基準値段,
9767,規制銘柄,
9768,期近,
9769,期近限月取引,
9770,期近物,
9771,既発債,
9772,キャップ,
9773,ＣＡＰ,
9774,キャリートレード,
9775,Q-Board,
9776,競争売買,
9777,協調介入,
9778,金融先物取引,
9779,金融先物取引業者,
9780,金融商品仲介業,
9781,金融商品取引業,
9782,金融商品取引業者,
9783,金融商品取引所,
9784,金融取,
9785,金融派生商品,
9786,金利スワップ,
9787,ギブアップ制度,
9788,逆指し値注文,
9789,逆日歩,
9790,クォート・ドリブン,
9791,クオンツ運用,
9792,くくり直し,
9793,クリアリング機構,
9794,クレジットデリバティブ,
9795,クレジットリスク,
9796,クレジット・デフォルト・スワップ,
9797,クロス,
9798,クロスボーダー取引,
9799,クロスレート,
9800,クロージング・オークション,
9801,グレーマーケット,
9802,グロース株投資,
9803,グロース市場,
9804,グロース投資,
9805,グローバル・オファリング,
9806,ＧＬＯＢＥＸ,
9807,経過利子,
9808,決済リスク,
9809,決算ギャンブル,
9810,気配,
9811,権利行使,
9812,権利行使日,
9813,権利付き最終売買日,
9814,権利付き最終日,
9815,権利入札,
9816,権利放棄,
9817,減額修正,
9818,現金授受予定額,
9819,現金担保,
9820,限月,
9821,限月間スプレッド取引,
9822,限月交代,
9823,現先取引,
9824,現在値,
9825,限日取引,
9826,現引き,
9827,現渡し,
9828,公開買い付け制度,
9829,公開買い付け説明書,
9830,公開買い付け代理人,
9831,公開価格,
9832,公開市場操作,
9833,公開前規制,
9834,口座設定約諾書,
9835,公社債店頭売買参考統計値,
9836,高速高頻度取引,
9837,高頻度取引,
9838,公募,
9839,公募価格,
9840,公募増資,
9841,公募・売り出し価格,
9842,効率的フロンティア,
9843,国際スワップ・デリバティブ協会,
9844,国債の入札前取引,
9845,国債の発行日前取引,
9846,国債のリオープン方式,
9847,国際分散投資,
9848,個人持ち株比率,
9849,固定相場制,
9850,個別格付け,
9851,個別株オプション,
9852,個別信用残高,
9853,コモディティ上場投資信託,
9854,コモディティスワップ,
9855,コモディティー投資,
9856,コンバージョン・ファクター,
9857,コールオプション,
9858,合成先物,
9859,ご祝儀商い,
9860,ご祝儀相場,
9861,債券先物取引,
9862,債券貸借取引,
9863,債券レポ市場,
9864,最終決済,
9865,最終気配値段,
9866,最終清算数値,
9867,裁定売り,
9868,裁定売り残,
9869,裁定買い残,
9870,裁定解消売り,
9871,裁定買い,
9872,裁定残,
9873,裁定取引,
9874,才取り会員,
9875,債務不履行リスク,
9876,最良気配,
9877,最良執行,
9878,裁量取引,
9879,差額決済,
9880,先物取引,
9881,先渡取引,
9882,差金決済,
9883,差金決済取引,
9884,指し値,
9885,指し値オペ,
9886,指し値注文,
9887,指し値出来ずば引け成行注文,
9888,札幌証券取引所,
9889,サヤ,
9890,サヤ取り,
9891,サヤ寄せ,
9892,ＳＵＮＲＩＳＥ,
9893,財務リスク,
9894,残玉,
9895,残高,
9896,市場間スプレッド取引,
9897,市場リスク,
9898,システム運用,
9899,システムトレード,
9900,私設取引システム,
9901,仕手戦,
9902,品貸し料,
9903,品貸料,
9904,品借り料,
9905,品借料,
9906,私募,
9907,社会的責任投資,
9908,収益性,
9909,集中投資,
9910,主幹事,
9911,償還,
9912,償還期間,
9913,償還期日,
9914,償還金,
9915,償還差益,
9916,償還年限,
9917,償還日,
9918,償還予定日,
9919,少額投資非課税制度,
9920,証券会社,
9921,証券外務員,
9922,証券金融会社,
9923,証券業,
9924,証券コード,
9925,証券コード協議会,
9926,証券市場,
9927,証券総合口座,
9928,証券仲介業,
9929,証券取引所,
9930,証券取引責任準備金,
9931,証券取引等監視委員会,
9932,証券保管振替機構,
9933,証拠金,
9934,所属部,
9935,ショート,
9936,ショートカバー,
9937,ショートポジション,
9938,新規暗号資産公開,
9939,新規公開,
9940,新興市場,
9941,新証券コード,
9942,シンジケートカバー取引,
9943,信託期間,
9944,信託財産留保額,
9945,信託約款,
9946,信用売り,
9947,信用買い,
9948,信用規制,
9949,信用取引,
9950,信用取引金利,
9951,信用取引残高,
9952,信用倍率,
9953,信用評価損益率,
9954,信用銘柄,
9955,信用リスク,
9956,ＣＳＡ,
9957,ＣＦＤ,
9958,ＣＤＳ,
9959,Ｊ－ＮＥＴ取引,
9960,ＪＳＣＣ,
9961,ＪＰＸ,
9962,時間的価値,
9963,時間優先の原則,
9964,直物取引,
9965,自己責任原則,
9966,自己売買,
9967,自己売買基準,
9968,自信過剰バイアス,
9969,実質月内最終売買日,
9970,実質月替わり,
9971,実現損益,
9972,地場受け,
9973,地場証券,
9974,従業員持ち株制度,
9975,重要事実,
9976,ジュニアＮＩＳＡ,
9977,上場投資信託,
9978,上場取引型金融商品,
9979,上場取引所,
9980,上場廃止,
9981,上方修正,
9982,スイングトレード,
9983,スタンダード市場,
9984,ストップ配分,
9985,ストップロスオーダー,
9986,ストラテジー取引,
9987,ストラドル,
9988,ストラングル,
9989,ＳＰＡＮ,
9990,ＳＰＡＮ証拠金額,
9991,スプレッド,
9992,スペキュレーション取引,
9993,スペキュレーター,
9994,スポット取引,
9995,スモールティック,
9996,スワップション,
9997,スワップ取引,
9998,スワップポイント,
9999,政策投資,
10000,清算価格,
10001,清算機関,
10002,清算値段,
10003,成長株投資,
10004,成長投資枠,
10005,制度信用取引,
10006,制度信用銘柄,
10007,整理ポスト,
10008,整理銘柄,
10009,セクターローテーション,
10010,セリ売買,
10011,セリング,
10012,セリング・クライマックス,
10013,総合取引所,
10014,相場操縦,
10015,即時グロス決済,
10016,ソフトダラー,
10017,ソブリンリスク,
10018,損失補てん,
10019,増額修正,
10020,対顧客市場,
10021,対顧客相場,
10022,貸借取引,
10023,貸借倍率,
10024,貸借銘柄,
10025,対当売買,
10026,タイムディケイ,
10027,立会外取引,
10028,立会時間,
10029,建玉,
10030,単元株制度,
10031,短資会社,
10032,単独介入,
10033,担保掛け目,
10034,大証,
10035,ダイナミックヘッジ,
10036,ダウ採用銘柄,
10037,ダウンサイドリスク,
10038,打診売り,
10039,打診買い,
10040,ダークプール,
10041,地方取引所,
10042,着地取引,
10043,注意銘柄,
10044,中心限月,
10045,注文期間,
10046,超高速取引,
10047,ツイストオペ,
10048,通貨オプション,
10049,通貨スワップ,
10050,月替わり商い,
10051,つみたて投資枠,
10052,TICK,
10053,ティック,
10054,ＴＦＸ,
10055,ＴＯＢ,
10056,ＴＴＳ,
10057,ＴＴＭ,
10058,ＴＴＢ,
10059,Ｔプラス2,
10060,Ｔ＋2,
10061,敵対的ＴＯＢ,
10062,敵対的買収,
10063,転換売り,
10064,天候デリバティブ,
10065,店頭FX,
10066,店頭市場,
10067,店頭デリバティブ,
10068,店頭取引,
10069,出合い注文,
10070,ディスカウントブローカー,
10071,ＤＲ,
10072,ＤＳＡ,
10073,ディーラー,
10074,ディーリング,
10075,出来ず,
10076,出来ず引成,
10077,出来値,
10078,デフォルトリスク,
10079,デリバティブ,
10080,デルタヘッジ,
10081,電信売相場,
10082,電信買相場,
10083,投機,
10084,投機的格付け,
10085,東京金融取引所,
10086,東京証券取引所,
10087,東京商品取引所,
10088,TOKYO PRO-BOND Market,
10089,TOKYO PRO Market,
10090,当限,
10091,投資一任契約,
10092,投資クラブ,
10093,投資主体別売買状況,
10094,投資信託約款,
10095,投資適格,
10096,投資主,
10097,投資部門別売買状況,
10098,東証,
10099,東証株価指数,
10100,東証2部株価指数,
10101,当日決済取引,
10102,特設注意市場銘柄,
10103,特別売り気配,
10104,特別買い気配,
10105,特別気配,
10106,特別口座,
10107,特別清算指数,
10108,ＴＯＣＯＭ,
10109,ToSTNeT取引,
10110,トップダウン・アプローチ,
10111,ＴＯＰＩＸ,
10112,トヨタ自動車第1回ＡＡ型種類株式,
10113,トリガー価格,
10114,取組,
10115,取引最終日,
10116,取引参加者,
10117,取引証拠金,
10118,取引所外取引,
10119,取引報告書,
10120,トリプルウィッチング,
10121,トレーダー,
10122,トレーディング,
10123,同一運用,
10124,堂島取引所,
10125,ドル・コスト平均法,
10126,ドレッシング買い,
10127,内部者登録制度,
10128,内部者取引,
10129,仲立会員,
10130,仲値,
10131,投げ売り,
10132,名古屋証券取引所,
10133,夏枯れ相場,
10134,成り行き,
10135,成り行き注文,
10136,なれ合い売買,
10137,ナンピン売り,
10138,ナンピン買い,
10139,日銀トレード,
10140,日本取引所グループ,
10141,日本証券クリアリング機構,
10142,ＮＹオプションカット,
10143,ニューヨーク証券取引所,
10144,ＮＩＳＡ,
10145,ヌーボー・マルシェ,
10146,値洗い,
10147,ネクスト市場,
10148,値ザヤ稼ぎ,
10149,ネッティング,
10150,ネット証券,
10151,ネット取引,
10152,値つけ株,
10153,値幅制限,
10154,乗り換え,
10155,配当取り,
10156,端株,
10157,計らい注文,
10158,裸相場,
10159,発行価格,
10160,発行済株式,
10161,発行済み株式数,
10162,発行体格付け,
10163,発行日決済取引,
10164,反対売買,
10165,販売手数料,
10166,ハードリミット,
10167,媒介,
10168,バイナリーオプション取引,
10169,売買規制措置,
10170,売買単位,
10171,売買取引停止制度,
10172,バイ・アンド・ホールド,
10173,バスケット取引,
10174,バタフライスプレッド,
10175,バリュー株投資,
10176,バリュー投資,
10177,バリュー平均法,
10178,バーベル型ポートフォリオ,
10179,バーベル戦略,
10180,パッケージ取引,
10181,パー,
10182,日柄,
10183,引直差金,
10184,引け指し値,
10185,引け成,
10186,ヒストリカルボラティリティー,
10187,日計り商い,
10188,日々公表銘柄,
10189,日歩,
10190,冷やし玉,
10191,冷やす,
10192,評価益（損）,
10193,標準物,
10194,比例配分,
10195,美人投票,
10196,ビッド,
10197,ＢＢ,
10198,ｐｉｐｓ,
10199,ＰＴＳ,
10200,ファンドラップ,
10201,フェアバリュー,
10202,フェイル,
10203,笛吹き,
10204,フォワード取引,
10205,フォーミュラ・プラン,
10206,福岡証券取引所,
10207,含み益（損）,
10208,含み資産,
10209,覆面介入,
10210,不成注文,
10211,踏み,
10212,踏み上げ,
10213,フラッシュクラッシュ,
10214,振替債,
10215,フルインベストメント,
10216,フロア,
10217,ＦＬＯＯＲ,
10218,フロントランニング,
10219,フロート制,
10220,ブックランナー,
10221,ブロックチェーン,
10222,ブロック取引,
10223,ブロックトレーディング,
10224,ブロックトレード,
10225,ブローカー,
10226,ブローカー業務,
10227,ブローキング,
10228,分散投資,
10229,プットオプション,
10230,プライム市場,
10231,プレミアム,
10232,プレ・クロージング,
10233,プログラム売買,
10234,プロテクティブ・プット,
10235,平均取得単価,
10236,ヘッジ,
10237,ヘッジ売り,
10238,ヘッジ取引,
10239,変動相場制,
10240,米国預託証券,
10241,弁済,
10242,弁済期限,
10243,ベンチマーク,
10244,ベーシス,
10245,ベーシススワップ,
10246,ベーシス取引,
10247,ベーシスポイント,
10248,ｂｐ,
10249,ペアトレード,
10250,ペッグ制,
10251,保証金率,
10252,ほふり,
10253,ホワイトナイト（白馬の騎士）,
10254,本質的価値,
10255,ボトムアップ・アプローチ,
10256,ボラタイル,
10257,ポジション,
10258,ポジション調整,
10259,ポジショントーク,
10260,ポートフォリオ運用,
10261,ポートフォリオ理論,
10262,満期,
10263,マーケットニュートラル,
10264,マーケットポートフォリオ,
10265,マーケットメーカー,
10266,マーケットメーク方式,
10267,マーケット・ニュートラル運用,
10268,見せ板,
10269,ミセス・ワタナベ,
10270,ミニ株,
10271,名義書き換え,
10272,名義貸し,
10273,申込手数料,
10274,持ち合い解消,
10275,持ち株比率,
10276,持ち高調整,
10277,約定日,
10278,休むも相場,
10279,有価証券オプション,
10280,有効フロンティア,
10281,優先市場,
10282,猶予期間,
10283,輸出予約,
10284,輸入予約,
10285,ユーロ円3カ月先物,
10286,ユーロ市場,
10287,予想変動率,
10288,預託証券,
10289,ヨーロピアンタイプオプション,
10290,ラップ口座,
10291,リスク,
10292,リスクオフ,
10293,リスクオン,
10294,リスク回避,
10295,リスク許容度,
10296,リスク志向,
10297,リスク選好,
10298,リスクパリティ戦略,
10299,リスクフリー,
10300,リバランス,
10301,リバースレポ,
10302,利回り格差,
10303,流通株式,
10304,流動性,
10305,両建て,
10306,両端入れ,
10307,理論ベーシス,
10308,リーブオーダー,
10309,るいとう,
10310,歴史的変動率,
10311,レバレッジ効果,
10312,レポ市場,
10313,レポ取引,
10314,連続約定気配,
10315,ロスカット,
10316,ロックアップ,
10317,ロング,
10318,ロングポジション,
10319,ロング・ショート運用,
10320,ロンドン証券取引所,
10321,ロンドンフィキシング,
10322,ローリング決済,
10323,ロールオーバー,
10324,割安株投資,
10325,設備投資効率,
10326,設備投資効率,
10327,設備投資効率,
10328,設備投資効率,
10329,設備投資効率,
10330,設備投資効率,
10331,設備投資効率,
10332,設備投資効率,
10333,設備投資効率,
10334,設備投資効率,
10335,設備投資効率,
10336,設備投資効率,
10337,設備投資効率,
10338,設備投資効率,
10339,設備投資効率,
10340,設備投資効率,
10341,設備投資効率,
10342,設備投資効率,
10343,設備投資効率,
10344,設備投資効率,
10345,設備投資効率,
10346,設備投資効率,
10347,設備投資効率,
10348,設備投資効率,
10349,設備投資効率,
10350,設備投資効率,
10351,設備投資効率,
10352,設備投資効率,
10353,アービトラージ,
10354,アクティビスト,
10355,アクティブ型,
10356,アセット・アロケーション,
10357,アナリスト,
10358,アナリスト・レポート,
10359,アニュアル・レポート,
10360,委員会設置会社,
10361,イベント・ドリブン戦略,
10362,インカム型,
10363,インサイダー取引,
10364,インデックス型,
10365,運用スタイル,
10366,エマージング市場,
10367,エンハンスト型,
10368,大型株,
10369,海外ロードショー,
10370,ガバナンス・ファンド,
10371,株主総会,
10372,株主ターゲティング,
10373,監査役会設置会社,
10374,機関投資家,
10375,企業年金,
10376,議決権,
10377,議決権行使ガイドライン,
10378,キャッシュフロー,
10379,クオンツ型,
10380,グリーンメーラー,
10381,グロース／インカム型,
10382,グロース／クオンツ型,
10383,グロース型,
10384,グローバル・マクロ戦略,
10385,コア型,
10386,公的年金,
10387,小型株,
10388,コーポレート・ガバナンス,
10389,三角合併,
10390,市場型,
10391,システム型,
10392,実質株主判明調査,
10393,社外監査役,
10394,社外取締役,
10395,ステークホルダー,
10396,ストック・オプション,
10397,絶対リターン追求戦略,
10398,セルサイド,
10399,第三者割当増資,
10400,大量保有報告書,
10401,中型株,
10402,敵対的買収,
10403,適時開示,
10404,投資顧問会社,
10405,投資ファンド,
10406,東証独立役員,
10407,特別決議,
10408,日経平均株価,
10409,パーセプション・ギャップ,
10410,バイサイド,
10411,買収ファンド,
10412,買収防衛策,
10413,売買回転率,
10414,派生商品型,
10415,パッシブ型,
10416,バランス型,
10417,バリュー／クオンツ型,
10418,バリュー型,
10419,ファクト・ブック,
10420,ファンド・マネジャー,
10421,普通決議,
10422,フリー・キャッシュフロー,
10423,ブル・ベア型,
10424,ブレンド／クオンツ型,
10425,ブレンド型,
10426,プロキシー・ファイト,
10427,ヘッジ・ファンド,
10428,ポイズン・ピル,
10429,ポートフォリオ,
10430,ポートフォリオ・マネジャー,
10431,ボラティリティ,
10432,ホワイト・ナイト,
10433,マーケット・タイミング,
10434,マーケット・ニュートラル型,
10435,ミューチュアル・ファンド,
10436,持ち合い,
10437,モメンタム型,
10438,有価証券報告書,
10439,レラティブ・バリュー戦略,
10440,ロング／ショート型,
10441,10％テスト,
10442,10Q,
10443,13F,
10444,CSR,
10445,GARP型,
10446,IPO,
10447,ISS,
10448,IR,
10449,M&A,
10450,MBO,
10451,ROE,
10452,SEC,
10453,SRIファンド,
10454,SWF,
10455,TAA型,
10456,TOB,
10457,TOPIX,
10458,相対取引,
10459,アウト・オブ・ザ・マネー（OTM）,
10460,アクティブ運用,
10461,アスク,
10462,アセットアロケーション,
10463,アット・ザ・マネー（ATM）,
10464,アメリカンタイプオプション,
10465,歩み値,
10466,アルゴリズム取引,
10467,安定操作取引,
10468,アービトラージ,
10469,板,
10470,板合せ,
10471,委託手数料,
10472,委託保証金,
10473,委託保証金維持率,
10474,板寄せ方式,
10475,一段高,
10476,一段安,
10477,一般気配,
10478,一般信用取引,
10479,一服,
10480,インカムゲイン,
10481,インサイダー取引,
10482,陰線,
10483,インタンクトランスファー,
10484,インデックス,
10485,インデックス売買,
10486,インプライド・ボラティリティ（IV）,
10487,イン・ザ・マネー（ITM）,
10488,イールド・カーブ,
10489,受入証拠金,
10490,受渡供用品,
10491,受渡決済,
10492,受渡決済値段,
10493,受渡条件調整,
10494,受渡適格銘柄,
10495,薄商い,
10496,内出来,
10497,売り一巡,
10498,売り越し,
10499,売残高,
10500,売建玉,
10501,売出し（株式の）,
10502,売り特別気配,
10503,追証,
10504,大型株,
10505,大引け,
10506,押し目買い,
10507,オプション取引,
10508,終値,
10509,オーバーアロットメント,
10510,買い安心,
10511,買い一巡,
10512,買い越し,
10513,回号,
10514,買残高,
10515,買占め,
10516,買建玉,
10517,買い特別気配,
10518,売り特別気配,
10519,買取引受,
10520,買戻し,
10521,価格変動リスク,
10522,価格優先原則,
10523,格付け,
10524,格付取引,
10525,貸株注意喚起銘柄,
10526,貸株申込制限銘柄,
10527,加重株価平均,
10528,加重平均利回り,
10529,仮装売買,
10530,カバード・コール,
10531,株価指数,
10532,株価指標,
10533,株価収益率,
10534,株価純資産倍率,
10535,株券等の大量保有の状況に関する開示,
10536,株式移転,
10537,株式公開（IPO）,
10538,株式交換,
10539,株式等振替制度,
10540,株式の譲渡制限,
10541,株式分割,
10542,株式分布状況調査,
10543,株式併合,
10544,株式ミニ投資制度,
10545,株式利回り,
10546,株式累積投資制度,
10547,株主還元,
10548,株主資本,
10549,株主資本配当率,
10550,株主資本比率,
10551,株主名簿,
10552,株主優待,
10553,株主割当増資,
10554,空売り,
10555,空売り規制,
10556,監査意見,
10557,監査法人,
10558,閑散,
10559,幹事会社,
10560,間接金融,
10561,監理銘柄,
10562,外国債,
10563,額面株式,
10564,合併交付金,
10565,合併差益,
10566,合併比率,
10567,元本リスク,
10568,ガンマ,
10569,粗利益,
10570,EBITDA,
10571,一年基準,
10572,インタレストカバレッジレシオ,
10573,受取手形,
10574,売上総利益,
10575,売上高,
10576,経常利益率,
10577,売上高成長率,
10578,売掛金,
10579,営業外収益,
10580,営業循環基準,
10581,営業費,
10582,営業利益,
10583,買掛金,
10584,買掛債務,
10585,加重平均資本コスト,
10586,株価売上高倍率,
10587,株価収益率,
10588,株主資本,
10589,株主資本回転率,
10590,株主資本コスト,
10591,株主資本配当率,
10592,株主資本比率,
10593,株主資本利益率,
10594,ギアリング比率,
10595,希薄化,
10596,キャッシュフロー,
10597,繰延資産,
10598,繰延税金資産,
10599,繰延税金負債,
10600,経済的付加価値,
10601,経常利益,
10602,決算,
10603,決算短信,
10604,減価償却費,
10605,固定資産,
10606,固定長期適合率,
10607,固定費,
